imp_coeffs,gene_name,gene_id
0.0056410755411177,CFLAR,ENSG00000003402.20
0.0056333881716815,EBF1,ENSG00000164330.17
0.0056141446114087,PBX3,ENSG00000167081.18
0.0055762765923609,ZNF197,ENSG00000186448.15
0.0055451256104716,TNNT1,ENSG00000105048.17
0.0055446182244126,MND1,ENSG00000121211.8
0.0055422047697352,FARSB,ENSG00000116120.11
0.0055385926993547,AKR1C1,ENSG00000187134.14
0.0055298931516267,PDIA6,ENSG00000143870.13
0.0055297651463448,TBX1,ENSG00000184058.14
0.005519556820751,ANKRD12,ENSG00000101745.17
0.005510987608453,UBP1,ENSG00000153560.12
0.0055043910372557,P2RY12,ENSG00000169313.10
0.0054853930333743,HES5,ENSG00000197921.6
0.0054848505761572,DHCR24,ENSG00000116133.13
0.0054813867539835,MALT1,ENSG00000172175.15
0.0054584253837214,SMR3A,ENSG00000109208.5
0.0054388274524929,CIBAR1,ENSG00000188343.13
0.0054275676823084,CISD2,ENSG00000145354.12
0.0054258143564324,MAPK8IP1,ENSG00000121653.11
0.0054246933924491,SAP30BP,ENSG00000161526.15
0.0054100161311754,CELSR2,ENSG00000143126.8
0.0054029434057932,METTL2A,ENSG00000087995.16
0.0053999993814234,FGD2,ENSG00000146192.15
0.0053839041010952,GNRH2,ENSG00000125787.11
0.0053749852956078,CCDC62,ENSG00000130783.14
0.0053699574868391,PATL1,ENSG00000166889.14
0.0053683283512929,CAPN1,ENSG00000014216.16
0.0053670386074923,PROX2,ENSG00000119608.14
0.0053654128946481,DPH2,ENSG00000132768.14
0.005363200535356,IMPACT,ENSG00000154059.11
0.0053561132805748,SH3BP5L,ENSG00000175137.11
0.0053548178006407,PACS2,ENSG00000179364.14
0.0053538933384831,ATF7IP2,ENSG00000166669.13
0.005349055332183,CDH24,ENSG00000139880.19
0.0053433532537637,RAB2A,ENSG00000104388.15
0.0053392422805789,CATSPER3,ENSG00000152705.8
0.0053350545552163,CCDC97,ENSG00000142039.4
0.005318974762981,ZFYVE27,ENSG00000155256.17
0.0053177867491404,PGD,ENSG00000142657.21
0.0053106177905028,ETHE1,ENSG00000105755.8
0.0053026140958479,EHMT1,ENSG00000181090.21
0.0052953782439798,DECR1,ENSG00000104325.7
0.0052935523713386,NHP2,ENSG00000145912.9
0.0052923497901212,OR1D2,ENSG00000184166.2
0.0052863279967499,NYAP2,ENSG00000144460.12
0.0052847766894607,GPX4,ENSG00000167468.18
0.0052812845558505,RASAL1,ENSG00000111344.11
0.0052808530323278,MPP7,ENSG00000150054.18
0.0052800803728506,SLC30A8,ENSG00000164756.12
0.0052757955551381,FAM83H,ENSG00000180921.7
0.0052752336124506,ESD,ENSG00000139684.15
0.0052729208896891,HEG1,ENSG00000173706.14
0.0052725641523817,DSG4,ENSG00000175065.12
0.0052719096016745,FAM122B,ENSG00000156504.16
0.0052644972431129,PHTF1,ENSG00000116793.16
0.0052597767372554,TMEM94,ENSG00000177728.17
0.0052596788550709,KCNK16,ENSG00000095981.11
0.0052595250230969,FERD3L,ENSG00000146618.3
0.0052562066228964,PPP1R9A,ENSG00000158528.12
0.0052544765615267,DLD,ENSG00000091140.14
0.0052453493754918,IRF2BP1,ENSG00000170604.5
0.0052407229647062,ADAM21,ENSG00000139985.7
0.0052329177023349,DMGDH,ENSG00000132837.15
0.0052319722561102,PCBP1,ENSG00000169564.7
0.0052291934380043,ACSL3,ENSG00000123983.14
0.0052262557268093,IGF1,ENSG00000017427.17
0.0052256709997966,ZNF646,ENSG00000167395.10
0.0052243211335757,CCDC33,ENSG00000140481.15
0.0052228677484634,MYF5,ENSG00000111049.4
0.0052184686468069,WRAP73,ENSG00000116213.16
0.0052173790394105,HBQ1,ENSG00000086506.3
0.0052138803311635,PDK4,ENSG00000004799.8
0.0051950949872968,LIPH,ENSG00000163898.10
0.0051943615450357,NPIPA5,ENSG00000183793.14
0.0051932642123014,NAT14,ENSG00000090971.5
0.00519094642734,OR5AP2,ENSG00000172464.3
0.0051863372869506,ADAMTS8,ENSG00000134917.10
0.0051861277199211,DUS1L,ENSG00000169718.18
0.0051828320248099,SUMO1,ENSG00000116030.17
0.005182240101706,ZNF367,ENSG00000165244.7
0.0051811974275423,NUP210L,ENSG00000143552.9
0.00517862114093,SYCP2,ENSG00000196074.13
0.0051760440516135,MRPL36,ENSG00000171421.13
0.0051739901830526,DNAJC8,ENSG00000126698.11
0.00516452248194,DUOXA1,ENSG00000140254.12
0.0051604154654592,FIG4,ENSG00000112367.12
0.0051594810684273,HOXA3,ENSG00000105997.22
0.0051567712160506,KCNRG,ENSG00000198553.9
0.0051559136926876,SRFBP1,ENSG00000151304.6
0.0051460259092481,CKB,ENSG00000166165.13
0.0051432395179123,HPCAL1,ENSG00000115756.13
0.0051332346269034,HMGB4,ENSG00000176256.10
0.0051260789945413,NRG1,ENSG00000157168.20
0.0051147322120779,OTOA,ENSG00000155719.18
0.0051121243975034,PRAM1,ENSG00000133246.12
0.0051101627427694,OR5I1,ENSG00000167825.3
0.0051071121321759,CNTN5,ENSG00000149972.11
0.0051050743721315,RNF26,ENSG00000173456.5
0.0051043368030887,TSPAN31,ENSG00000135452.10
0.0050993434744313,FLJ13224,ENSG00000177340.5
0.0050979548818428,CPA5,ENSG00000158525.16
0.0050969757389844,UNC13C,ENSG00000137766.17
0.0050927097943838,GPR65,ENSG00000140030.6
0.0050878840928715,TLR7,ENSG00000196664.5
0.0050866667295239,MTMR10,ENSG00000166912.17
0.0050793407770508,GNAQ,ENSG00000156052.11
0.0050774200617768,MAGEB18,ENSG00000176774.6
0.0050742048559277,ABCA8,ENSG00000141338.14
0.0050737664142673,ZBTB32,ENSG00000011590.14
0.0050724049672659,NSUN4,ENSG00000117481.10
0.0050670549938196,PES1,ENSG00000100029.18
0.0050657088346888,DDX17,ENSG00000100201.23
0.0050633466284914,YIPF1,ENSG00000058799.15
0.0050595620714825,PIWIL3,ENSG00000184571.13
0.0050580510102027,IDH3G,ENSG00000067829.19
0.0050459192112215,TYMP,ENSG00000025708.14
0.0050441204955826,GLYCTK,ENSG00000168237.18
0.005043744873406,MEST,ENSG00000106484.16
0.0050342345817636,PPP1CA,ENSG00000172531.16
0.0050260153659647,IL31RA,ENSG00000164509.15
0.0050215980088733,FBXO8,ENSG00000164117.14
0.0050194579925351,HMGB3,ENSG00000029993.15
0.0050174338313575,AKR7A3,ENSG00000162482.5
0.0050172327071294,SYT1,ENSG00000067715.14
0.0050165900498853,ITPRID1,ENSG00000180347.13
0.0050165844616484,EIF2S3B,ENSG00000180574.3
0.0050158745613999,EPB41L1,ENSG00000088367.23
0.0050138411441459,WNT10B,ENSG00000169884.14
0.0050116186905386,MAP2K1,ENSG00000169032.10
0.0050111946348636,MAGEB10,ENSG00000177689.10
0.0050042670056167,THNSL2,ENSG00000144115.17
0.0050035995919212,APOC1,ENSG00000130208.9
0.0050035668499935,PEX14,ENSG00000142655.13
0.0050004930380613,TAB2,ENSG00000055208.19
0.0050003834024749,KHDRBS3,ENSG00000131773.14
0.0049966039272093,ZNF823,ENSG00000197933.13
0.0049842107610171,ZNF69,ENSG00000198429.10
0.0049804810565308,IFITM3,ENSG00000142089.16
0.0049796836980096,HDHD5,ENSG00000069998.12
0.0049752365365574,PAK2,ENSG00000180370.10
0.0049681935673403,ARF6,ENSG00000165527.7
0.004954992470768,DNA2,ENSG00000138346.15
0.0049496752823862,KRT17,ENSG00000128422.17
0.0049483730208738,SETD5,ENSG00000168137.18
0.0049477782544618,SPATA9,ENSG00000145757.16
0.0049464605595955,DSP,ENSG00000096696.14
0.0049451015840364,AP1S1,ENSG00000106367.15
0.0049388001567323,S100A7A,ENSG00000184330.12
0.0049343406420416,NFIL3,ENSG00000165030.4
0.0049343147459438,OR2AP1,ENSG00000179615.3
0.0049295218009117,GNA12,ENSG00000146535.14
0.0049262373582646,NPEPPS,ENSG00000141279.17
0.00492201234186,ZDHHC21,ENSG00000175893.12
0.0049219794609882,SCNN1G,ENSG00000166828.3
0.0049210585224088,WDR35,ENSG00000118965.16
0.0049204662467415,IFNAR1,ENSG00000142166.13
0.0049202993371348,SLC20A2,ENSG00000168575.10
0.0049199146494461,ASF1A,ENSG00000111875.8
0.00491555828108,SCML4,ENSG00000146285.14
0.0049149832413296,TAMALIN,ENSG00000161835.11
0.0049139813447334,NEK8,ENSG00000160602.14
0.0049086239126806,TRPV4,ENSG00000111199.12
0.0049008105624636,PIK3CD,ENSG00000171608.16
0.0049004097318678,PCDH10,ENSG00000138650.9
0.0048984327060686,CYP2C8,ENSG00000138115.14
0.0048874672626679,PHRF1,ENSG00000070047.13
0.0048862846373054,NECAB2,ENSG00000103154.9
0.0048862001679151,DEFA5,ENSG00000164816.8
0.0048853512740571,HS3ST3B1,ENSG00000125430.9
0.0048838148741186,B3GAT2,ENSG00000112309.11
0.0048811994321962,ZNF362,ENSG00000160094.15
0.0048724641819483,ARNT2,ENSG00000172379.21
0.0048704309426862,ROPN1,ENSG00000065371.17
0.0048662454904568,STK16,ENSG00000115661.14
0.0048644074838551,GAA,ENSG00000171298.13
0.0048586632034684,PPA2,ENSG00000138777.20
0.0048547951038518,OLFML1,ENSG00000183801.8
0.0048542890350106,OTX2,ENSG00000165588.18
0.0048518980891258,SPATA5,ENSG00000145375.9
0.0048500031061609,HDAC3,ENSG00000171720.10
0.0048462351659552,RRM1,ENSG00000167325.15
0.0048369883180926,SEC31B,ENSG00000075826.17
0.0048336659588212,PUS7L,ENSG00000129317.15
0.0048249748005505,HADHA,ENSG00000084754.12
0.0048224546726367,FBXO5,ENSG00000112029.10
0.0048207758417008,PPY,ENSG00000108849.8
0.0048203806355329,VSX1,ENSG00000100987.15
0.0048192188224071,GHDC,ENSG00000167925.16
0.004817652421884,GREM1,ENSG00000166923.12
0.0048173387739294,FASTKD2,ENSG00000118246.14
0.0048153293547171,STARD8,ENSG00000130052.13
0.0048141180844464,CLPS,ENSG00000137392.10
0.0048131111193717,LNX2,ENSG00000139517.9
0.0048104089865545,RHOF,ENSG00000139725.8
0.0048089710608162,RFPL2,ENSG00000128253.15
0.0048084457841033,UGT2B10,ENSG00000109181.12
0.0048080726622671,CTSW,ENSG00000172543.8
0.0048060360029512,INCENP,ENSG00000149503.13
0.0048049348321261,CSRNP3,ENSG00000178662.16
0.0048007195895261,FSIP1,ENSG00000150667.8
0.0047984382187024,ATP5F1B,ENSG00000110955.9
0.0047958766862417,OR10A4,ENSG00000170782.3
0.0047937791327665,GPA33,ENSG00000143167.12
0.004793526691748,RRAGC,ENSG00000116954.8
0.0047814914159747,OR10Q1,ENSG00000180475.4
0.004780584114827,RIMBP3C,ENSG00000183246.7
0.0047797527639075,MED22,ENSG00000148297.16
0.0047777754530513,MINPP1,ENSG00000107789.16
0.0047752532617223,MTMR1,ENSG00000063601.17
0.0047743382061364,KMO,ENSG00000117009.12
0.0047705498721041,DENND3,ENSG00000105339.11
0.0047617548387685,TULP4,ENSG00000130338.13
0.0047606056809036,ZNF20,ENSG00000132010.16
0.0047603582189578,PLEK,ENSG00000115956.10
0.0047554951477906,CENPB,ENSG00000125817.8
0.0047544498271154,FANCD2,ENSG00000144554.12
0.0047454532234552,KCNN3,ENSG00000143603.19
0.0047439148220943,HECTD3,ENSG00000126107.15
0.0047436754077468,PCDHB8,ENSG00000120322.4
0.0047414747623512,CD180,ENSG00000134061.5
0.0047356934963156,HGSNAT,ENSG00000165102.15
0.0047345792644493,MOGS,ENSG00000115275.14
0.00473399582038,ACADS,ENSG00000122971.9
0.004733103388482,PCSK1,ENSG00000175426.11
0.0047305441833162,RIPK4,ENSG00000183421.12
0.0047303112767419,FLNB,ENSG00000136068.15
0.0047299910442689,PSMG1,ENSG00000183527.12
0.0047295931246338,WDR77,ENSG00000116455.14
0.0047266828187851,SSBP2,ENSG00000145687.16
0.0047261774557774,MEX3C,ENSG00000176624.12
0.0047244053305782,NBR2,ENSG00000198496.12
0.0047218061467823,ZBTB7C,ENSG00000184828.10
0.0047215515761071,NPDC1,ENSG00000107281.10
0.0047209870647847,CHD8,ENSG00000100888.15
0.0047191200304796,PLA2G4D,ENSG00000159337.7
0.0047154344632703,LY6K,ENSG00000160886.13
0.0047036663984454,SLC5A4,ENSG00000100191.6
0.0047014192397719,MAPK11,ENSG00000185386.15
0.0047008960280097,CLPX,ENSG00000166855.9
0.0047004777350063,ZBED2,ENSG00000177494.6
0.0046994765983597,EPGN,ENSG00000182585.10
0.0046871551079997,IP6K1,ENSG00000176095.12
0.0046870280829224,ARHGEF5,ENSG00000050327.15
0.0046861512246781,ZFP36,ENSG00000128016.7
0.0046857494536576,NOL6,ENSG00000165271.17
0.0046857305606055,CCR1,ENSG00000163823.4
0.0046842271780754,ZNF391,ENSG00000124613.8
0.0046775153800434,FOS,ENSG00000170345.10
0.0046754725833626,CDC37L1,ENSG00000106993.12
0.0046746833859013,POLR1C,ENSG00000171453.20
0.0046742499133624,FBXO2,ENSG00000116661.11
0.0046741269986562,TIMM22,ENSG00000177370.5
0.004672773479443,OR2T34,ENSG00000183310.3
0.004672725233901,DLX3,ENSG00000064195.7
0.004670316164403,KIF21B,ENSG00000116852.15
0.00466324338721,OLFM3,ENSG00000118733.17
0.0046591065497435,CYP17A1,ENSG00000148795.7
0.0046591063726158,GLT8D1,ENSG00000016864.18
0.0046560366711467,PLD5,ENSG00000180287.17
0.0046543789052493,MYO1F,ENSG00000142347.19
0.0046510454455449,OR51F2,ENSG00000176925.8
0.0046506424392167,RNASEL,ENSG00000135828.11
0.0046478896263505,FLI1,ENSG00000151702.17
0.0046441571752879,SLC17A5,ENSG00000119899.13
0.0046441184629272,FGF17,ENSG00000158815.11
0.004638981912662,ARRDC3,ENSG00000113369.9
0.0046363742287375,OR9K2,ENSG00000170605.6
0.0046309136490298,NFIX,ENSG00000008441.18
0.004627423777126,CDA,ENSG00000158825.6
0.004626106806066,FIGNL1,ENSG00000132436.11
0.0046244472236845,NDST2,ENSG00000166507.19
0.0046164291980483,LARP4B,ENSG00000107929.15
0.0046128516409716,BECN2,ENSG00000196289.7
0.0046092713117409,PDE7B,ENSG00000171408.14
0.0046090113636835,TNFAIP3,ENSG00000118503.15
0.0046076917346193,NEK10,ENSG00000163491.16
0.0046035010602976,RSF1,ENSG00000048649.13
0.0046008539644331,THEM5,ENSG00000196407.12
0.0045974732433631,RABGAP1L,ENSG00000152061.23
0.0045970624346953,NYX,ENSG00000188937.6
0.0045899106089078,RNF139,ENSG00000170881.5
0.0045896598398792,SAAL1,ENSG00000166788.10
0.0045840619999379,TGM6,ENSG00000166948.10
0.0045834491016938,VPS54,ENSG00000143952.20
0.0045819655758262,SMURF2,ENSG00000108854.16
0.0045809821112984,C6,ENSG00000039537.14
0.0045806367439283,NPR2,ENSG00000159899.15
0.0045773353757477,NCF1,ENSG00000158517.15
0.0045770955656897,FBXW7,ENSG00000109670.16
0.0045751591969318,LCE2D,ENSG00000187223.4
0.0045740404454504,SRSF6,ENSG00000124193.16
0.0045733670905108,PAIP1,ENSG00000172239.14
0.0045733062723963,ANKRD53,ENSG00000144031.12
0.0045723590436511,YY1AP1,ENSG00000163374.19
0.0045719909170393,ANGPTL6,ENSG00000130812.10
0.0045711284042675,TRANK1,ENSG00000168016.15
0.004567543944305,MLKL,ENSG00000168404.13
0.0045643249054885,AK6,ENSG00000085231.14
0.0045600790384595,ARSA,ENSG00000100299.18
0.0045580919068794,PRAMEF10,ENSG00000187545.5
0.0045560202652874,BMP10,ENSG00000163217.2
0.0045547558673321,MRPS23,ENSG00000181610.13
0.0045536573319533,ZAP70,ENSG00000115085.14
0.0045496868696843,GDF11,ENSG00000135414.10
0.0045490503014777,MAN2B2,ENSG00000013288.9
0.0045461662518474,RPN2,ENSG00000118705.17
0.0045448580130534,SNX16,ENSG00000104497.14
0.0045421827657884,RCC1,ENSG00000180198.16
0.0045404727446083,RHOT1,ENSG00000126858.18
0.0045396916898067,TUBGCP6,ENSG00000128159.12
0.0045389940535686,KHNYN,ENSG00000100441.10
0.004534397779638,PRKAG2,ENSG00000106617.15
0.0045341606019807,RBM7,ENSG00000076053.12
0.0045341309835194,TMEM97,ENSG00000109084.14
0.004531191901535,MET,ENSG00000105976.16
0.0045296117554904,RRP1B,ENSG00000160208.13
0.0045290146924169,NPC1,ENSG00000141458.13
0.0045281911538219,ATRX,ENSG00000085224.23
0.0045278402566416,BACH2,ENSG00000112182.15
0.0045274861034051,RGS9BP,ENSG00000186326.4
0.0045246569693666,LRRTM1,ENSG00000162951.11
0.0045188441637524,ELP2,ENSG00000134759.14
0.0045157778900923,SUN5,ENSG00000167098.12
0.0045134541693402,ABCG5,ENSG00000138075.14
0.0045096868892079,ANKRD18A,ENSG00000180071.20
0.0045062208571031,NCLN,ENSG00000125912.11
0.0045051525615398,MRTFA,ENSG00000196588.20
0.0045048745735088,ITPKA,ENSG00000137825.11
0.0045011558637462,CBS,ENSG00000160200.18
0.0044997883682996,DAB2,ENSG00000153071.15
0.0044986222933278,MBD3L1,ENSG00000170948.3
0.0044944611722792,AIP,ENSG00000110711.10
0.0044941833163099,MCF2L,ENSG00000126217.21
0.0044911681423276,SCG2,ENSG00000171951.5
0.0044893740229368,ZNF623,ENSG00000183309.12
0.0044891919457314,POM121L2,ENSG00000158553.4
0.0044891438758433,PSME3,ENSG00000131467.11
0.0044841368790598,RNF167,ENSG00000108523.16
0.0044841304424368,PPP1R3F,ENSG00000049769.14
0.0044833837595431,SLC30A2,ENSG00000158014.15
0.0044811589725347,PRKAB1,ENSG00000111725.11
0.0044789594084798,IGSF6,ENSG00000140749.9
0.0044787598087834,SNRPE,ENSG00000182004.13
0.0044766578839339,MELTF,ENSG00000163975.12
0.0044757663253868,AFTPH,ENSG00000119844.15
0.0044751305935116,MYLK4,ENSG00000145949.11
0.0044737862292208,TSC1,ENSG00000165699.15
0.0044732536925025,LHX5,ENSG00000089116.4
0.0044720728470941,MBL2,ENSG00000165471.7
0.0044715469751122,JADE2,ENSG00000043143.20
0.0044706786639135,FADS2,ENSG00000134824.14
0.0044688448648568,NEK5,ENSG00000197168.13
0.00446817508895,PDGFRB,ENSG00000113721.14
0.0044669056210471,FNIP2,ENSG00000052795.13
0.0044667750019851,INA,ENSG00000148798.11
0.0044650709600573,ASRGL1,ENSG00000162174.12
0.0044640849374672,DHRS7,ENSG00000100612.14
0.0044565935573508,ASTN2,ENSG00000148219.17
0.0044559910994353,MTPAP,ENSG00000107951.15
0.004455369618936,SPP1,ENSG00000118785.14
0.0044533153803123,DUSP26,ENSG00000133878.9
0.0044505923512467,IFT74,ENSG00000096872.17
0.0044480083592442,MYLK3,ENSG00000140795.13
0.0044477677490512,SERPINA1,ENSG00000197249.14
0.0044445495355914,GRAPL,ENSG00000189152.11
0.0044443977482295,CEP63,ENSG00000182923.19
0.0044435721184781,CCDC88C,ENSG00000015133.19
0.0044425890846098,ZFP90,ENSG00000184939.16
0.0044415166024755,SLC38A11,ENSG00000169507.9
0.0044375827838423,CXCR6,ENSG00000172215.6
0.0044370724619392,GTF3C5,ENSG00000148308.18
0.0044369785169562,ARHGEF9,ENSG00000131089.17
0.0044354500130356,NKPD1,ENSG00000179846.10
0.0044353524810667,FCGR3B,ENSG00000162747.12
0.0044303005667752,IBSP,ENSG00000029559.7
0.0044294886946569,RNASE3,ENSG00000169397.3
0.0044287400426478,GPX7,ENSG00000116157.6
0.0044276428256761,ELF2,ENSG00000109381.20
0.0044258741671064,TAGLN,ENSG00000149591.17
0.0044258260849862,CCDC126,ENSG00000169193.12
0.0044251888001551,ERI3,ENSG00000117419.16
0.004424855526912,MXRA5,ENSG00000101825.8
0.0044237105696978,IQCK,ENSG00000174628.16
0.0044237059030908,SUPV3L1,ENSG00000156502.14
0.0044223778211135,GEMIN7,ENSG00000142252.11
0.0044223203524856,SLC41A3,ENSG00000114544.17
0.0044221855271515,TAAR1,ENSG00000146399.2
0.0044215130090499,HNRNPD,ENSG00000138668.19
0.0044209450411765,ESYT1,ENSG00000139641.13
0.0044192768256168,DHRS4L2,ENSG00000187630.17
0.004416529012224,SPRY3,ENSG00000168939.12
0.004410164948372,STIM2,ENSG00000109689.18
0.004410147341439,ADIPOR1,ENSG00000159346.13
0.0044074998888673,ZBTB6,ENSG00000186130.5
0.0044069341425801,P2RY4,ENSG00000186912.6
0.0044054259999351,DYDC2,ENSG00000133665.13
0.0044052118645683,CHRNA1,ENSG00000138435.16
0.0044044158854703,FAM153B,ENSG00000182230.12
0.0044025782037328,SYNPR,ENSG00000163630.11
0.00440171462823,TOP2B,ENSG00000077097.15
0.0044007445717911,SCUBE2,ENSG00000175356.14
0.0043970762682681,C1GALT1,ENSG00000106392.11
0.0043961890396676,KRT33A,ENSG00000006059.4
0.0043939761267961,PLEKHA4,ENSG00000105559.12
0.0043935947628073,FOXD4,ENSG00000170122.5
0.0043905052118222,EXOC8,ENSG00000116903.7
0.0043874975070391,SGCB,ENSG00000163069.13
0.0043855744197027,LCE3A,ENSG00000185962.1
0.0043840405546066,GTF2H2,ENSG00000145736.14
0.0043840271702827,UGT8,ENSG00000174607.11
0.004383363858844,CFHR2,ENSG00000080910.13
0.004381982911439,RNF175,ENSG00000145428.15
0.004377767219974,TM6SF1,ENSG00000136404.16
0.004375917472591,EIF3F,ENSG00000175390.15
0.0043740625471308,OCM,ENSG00000122543.11
0.0043728154009375,HS6ST3,ENSG00000185352.8
0.0043681620343274,SOX12,ENSG00000177732.8
0.0043679976268507,CCND2,ENSG00000118971.9
0.00436703415771,TKT,ENSG00000163931.16
0.0043669563649563,PPP2R5D,ENSG00000112640.16
0.0043668314890231,KDM2B,ENSG00000089094.19
0.0043657110275457,TF,ENSG00000091513.16
0.004363999927464,WNK2,ENSG00000165238.16
0.004363139434004,KIF2B,ENSG00000141200.8
0.0043628030414533,PIN1,ENSG00000127445.14
0.0043613187207039,REXO4,ENSG00000148300.12
0.0043608124665919,WDR19,ENSG00000157796.18
0.0043604638387843,HSF2,ENSG00000025156.13
0.0043593278598366,B4GAT1,ENSG00000174684.7
0.0043587691965115,MGAT5B,ENSG00000167889.13
0.0043586644843881,BRWD3,ENSG00000165288.11
0.0043570724135153,OR6N2,ENSG00000188340.2
0.004356834658417,PDXDC1,ENSG00000179889.19
0.0043566525803555,PDE4B,ENSG00000184588.18
0.0043545463948246,ZNF776,ENSG00000152443.13
0.004352665772719,IAH1,ENSG00000134330.19
0.0043522162590632,TROAP,ENSG00000135451.13
0.0043519652709222,HSFX1,ENSG00000171116.7
0.0043517635775571,PHOX2B,ENSG00000109132.7
0.0043512828928821,NAPG,ENSG00000134265.13
0.0043502555800362,DSCC1,ENSG00000136982.6
0.004350000540281,CTNNA3,ENSG00000183230.17
0.0043450684521981,SPATA31C2,ENSG00000177910.8
0.0043443120368392,FOXRED1,ENSG00000110074.11
0.0043441279028716,SLC25A5,ENSG00000005022.6
0.0043440009920112,KRT23,ENSG00000108244.17
0.0043437703814998,UBAP2,ENSG00000137073.23
0.0043435278978362,NINJ2,ENSG00000171840.12
0.0043405130401451,KCNA3,ENSG00000177272.9
0.0043403738578336,MARCHF9,ENSG00000139266.6
0.004335152664741,HMOX2,ENSG00000103415.12
0.0043331873451783,HTR1E,ENSG00000168830.8
0.0043327488601614,SGIP1,ENSG00000118473.22
0.0043325389600723,FOXP3,ENSG00000049768.16
0.0043302935765603,LPCAT3,ENSG00000111684.11
0.0043294080380618,PDE5A,ENSG00000138735.16
0.0043292385401057,PDHA2,ENSG00000163114.6
0.0043271211061193,CA5A,ENSG00000174990.8
0.0043257907879952,ZNF772,ENSG00000197128.12
0.0043254204571943,GPX2,ENSG00000176153.12
0.0043237416956192,RCC2,ENSG00000179051.14
0.0043236553531233,EMG1,ENSG00000126749.16
0.0043212312212477,ATP6V1C1,ENSG00000155097.12
0.0043193953750808,FARP2,ENSG00000006607.14
0.0043161067824486,ATF3,ENSG00000162772.17
0.0043144074054665,ACAA1,ENSG00000060971.19
0.0043141665336713,ARPC1B,ENSG00000130429.15
0.0043132804344443,CAMK4,ENSG00000152495.11
0.0043121407515208,MCAT,ENSG00000100294.13
0.00431187268165,EPHB6,ENSG00000106123.12
0.0043110039429314,ZNF491,ENSG00000177599.13
0.0043102553376161,C1QL1,ENSG00000131094.4
0.0043045431402395,BACE2,ENSG00000182240.16
0.0043031427229498,GFM1,ENSG00000168827.15
0.004302859867744,TMEM156,ENSG00000121895.8
0.0043013355264723,TMEM71,ENSG00000165071.15
0.004298240981499,STRN4,ENSG00000090372.15
0.0042971638561898,ZNF440,ENSG00000171295.13
0.0042930185936273,IQCH,ENSG00000103599.20
0.004291742957067,CACNG4,ENSG00000075461.6
0.0042902876511637,PHYHIPL,ENSG00000165443.12
0.004287277472191,CBR1,ENSG00000159228.13
0.0042853754906399,DNAJC25,ENSG00000059769.20
0.0042831796590422,C5,ENSG00000106804.8
0.0042819131895081,NDUFAB1,ENSG00000004779.10
0.004281180534974,MEF2C,ENSG00000081189.16
0.0042805606815556,FAM117B,ENSG00000138439.12
0.0042795062801637,CCSER2,ENSG00000107771.17
0.0042791030127611,SLC1A7,ENSG00000162383.13
0.0042790624754206,ABO,ENSG00000175164.15
0.0042776707638079,WIPF1,ENSG00000115935.18
0.0042760407064225,CDC42EP5,ENSG00000167617.3
